 
 ________________________________________________________________________ 
                                                                          
                              D U R A C O N                               
                                                                          
         Durability of Concrete Structures in Marine Environment          
                                                                          
                        Release v1.0 - March 2004                         
          Department of Civil Engineering - University of Minho           
 ________________________________________________________________________ 
 
File name: simulation
Project name: New Project 01 - This is a test routine ( 20040109 )
 
 
 ##### Input Data ##### 
 ________________________________________________________________________ 
 
  Number of simulations: n = 5000 
  Initial seed: i = 123456789 
  Concrete cover: xc = N(55.000,5.000)
  Diffusion Coefficient: Dcoef = N(1.050,0.230)
  Critical Chloride Concenrtration: Ccr = N(0.400,0.040)
  Surface Chloride Concenrtration: Cs = N(2.500,0.250)
  Age exponent: n = N(0.600,0.050)
  Time: t = D(80.000,0.000)
  Time of testing: to = D(90.000) 
 
 ##### Output Data ##### 
 ________________________________________________________________________ 
 
  Time     Prob.       Std.            Beta            Prob. Failure
  (years)  Failure     Error           Index           (Beta Index) 
 
  80  0.0000  0.0000000e+000  6.4091  0.0000 
 
 
 ##### I, G, R & S #####
 ________________________________________________________________________ 
 
  Index   Indicator    Failure            Resistance         Load         
          Function (I) Function (G)       Variable (R)       Variable (S) 

    288   0            4.99720778e+001    6.60837211e+001    1.61116433e+001 
    289   0            4.17248280e+001    6.02018502e+001    1.84770223e+001 
    290   0            3.87379631e+001    5.38690621e+001    1.51310990e+001 
    291   0            3.04573867e+001    5.13607338e+001    2.09033472e+001 
    292   0            3.91467377e+001    5.58614992e+001    1.67147615e+001 
    293   0            4.29328372e+001    5.75362512e+001    1.46034140e+001 
    294   0            3.96176252e+001    5.45263723e+001    1.49087471e+001 
    295   0            3.69841436e+001    5.34971799e+001    1.65130362e+001 
    296   0            3.48200689e+001    6.03494200e+001    2.55293511e+001 
    297   0            3.66567907e+001    5.22213650e+001    1.55645743e+001 
    298   0            3.29663208e+001    5.63838766e+001    2.34175558e+001 
    299   0            3.15984009e+001    4.75082555e+001    1.59098547e+001 
    300   0            3.64570892e+001    5.28959886e+001    1.64388993e+001 
    301   0            4.55448868e+001    5.70798678e+001    1.15349809e+001 
    302   0            3.38662790e+001    5.68803801e+001    2.30141010e+001 
    303   0            4.65748726e+001    5.82175232e+001    1.16426506e+001 
    304   0            3.52441599e+001    5.78920148e+001    2.26478548e+001 
    305   0            4.13232886e+001    5.91349073e+001    1.78116187e+001 
    306   0            2.96031752e+001    5.24498727e+001    2.28466975e+001 
    307   0            4.14645856e+001    5.50710774e+001    1.36064918e+001 
    308   0            2.94449812e+001    5.14091900e+001    2.19642087e+001 
    309   0            4.19384197e+001    5.83433103e+001    1.64048906e+001 
    310   0            3.81930723e+001    5.43806369e+001    1.61875645e+001 
    311   0            4.57463967e+001    5.95122797e+001    1.37658829e+001 
    312   0            3.20086426e+001    4.78971846e+001    1.58885420e+001 
    313   0            4.02962031e+001    5.24512297e+001    1.21550266e+001 
    314   0            3.55142645e+001    5.35786570e+001    1.80643924e+001 
    315   0            3.88320134e+001    5.24210863e+001    1.35890728e+001 
    316   0            4.42480420e+001    5.56269428e+001    1.13789008e+001 
    317   0            5.37407930e+001    6.91405979e+001    1.53998049e+001 
    318   0            2.98049237e+001    5.08810042e+001    2.10760805e+001 
    319   0            2.91546243e+001    4.62700256e+001    1.71154012e+001 
    320   0            2.94111591e+001    4.79497992e+001    1.85386401e+001 
    321   0            3.72437011e+001    5.17507876e+001    1.45070865e+001 
    322   0            5.00856401e+001    6.17104797e+001    1.16248396e+001 
    323   0            4.42790725e+001    5.98390435e+001    1.55599710e+001 
    324   0            3.78823331e+001    5.78823844e+001    2.00000514e+001 
    325   0            3.59357613e+001    5.28835773e+001    1.69478160e+001 
    326   0            4.00319517e+001    5.20513203e+001    1.20193686e+001 
    327   0            3.81344928e+001    5.47436623e+001    1.66091695e+001 
    328   0            3.45476660e+001    5.34004414e+001    1.88527753e+001 
